,review,stars,title
272,I have read several good books on time series analysis; I find this book to have an excellent mix of theory and code. Very readable and full of ready-to-use code snippets. It is highly recommended.,5.0 out of 5 stars,"Time Series Analysis with Python Cookbook: Practical recipes for exploratory data analysis, data preparation, forecasting, and model evaluation"
273,"I just completed my master's program in Data Science and I can honestly say that this is the BEST text book I have read throughout my ENTIRE collegiate career. I wish I had read Chapter 11  on statistics in the start of my career because now I completely understand it. Ugh, you live and you learn.",5.0 out of 5 stars,"Practical SQL, 2nd Edition: A Beginner's Guide to Storytelling with Data"
274,"This book is excellent for beginners to SQL. I already had a solid foundation, but reading through from beginning to end, I learned quite a lot. The author explains concepts in great detail with clear examples.I highly recommend this to anyone who wants to learn SQL, or just to have as a quick reference for any of the concepts within.",5.0 out of 5 stars,"Practical SQL, 2nd Edition: A Beginner's Guide to Storytelling with Data"
275,"The book is fine, but the kindle version is not great. All the tables are out of alignment on both desktop and mobile. It makes following along with the examples very difficult.",3.0 out of 5 stars,"Practical SQL, 2nd Edition: A Beginner's Guide to Storytelling with Data"
276,"A great book, just as all of these books are. No Starch press is fantastic.",5.0 out of 5 stars,"Practical SQL, 2nd Edition: A Beginner's Guide to Storytelling with Data"
277,"This book has been an invaluable tool in my journey learning the ins and outs of SQL. I'm on my way to a carreer in data analysis, and this book is helping me get there.",5.0 out of 5 stars,"Practical SQL, 2nd Edition: A Beginner's Guide to Storytelling with Data"
278,The book is written to make the subject matter understood quite well.,5.0 out of 5 stars,"Practical SQL, 2nd Edition: A Beginner's Guide to Storytelling with Data"
279,"I had to buy this kindle because i beed the information. In numerous instances, the code query examples, output,etc. is mess up.As one example repeated numerous times, in one query example the column data the rows in the table are instead filled with dashes, and all the actual data that is supposed to populate those columns and rows is all shifted far to the right,  so you get to play this tedious little game of mentally matching the column and its data to the column name.  When you multiply this stupid little crap by the numerous instances of it, the result is one tedious study experience.I gave up and bought the paper book also. (Maybe this is somebody’s overall strategy.)ANGRY that i paid for that kindle. It’s an insult to my hard earned money!",2.0 out of 5 stars,"Practical SQL, 2nd Edition: A Beginner's Guide to Storytelling with Data"
280,"I am almost done with reading this book and I am giving it 4 stars instead of 5 because it is very wordy. Which ends up making the text seem boring in a sense. However, I do not think this book was written for people like me who would have preferred the text to go through more of the database design process than data manipulation. Hence I assume that this book would fit a data science quite well but a dev trying to quickly learn a stack before graduation not so much.Would I buy it again? => Nope, I would go for a thinner quicker read. But I am going to keep it and use it as a reference to any future data manipulation.",4.0 out of 5 stars,"Practical SQL, 2nd Edition: A Beginner's Guide to Storytelling with Data"
281,"Loved the book, very helpful introduction to SQL, basics of making SQL statements, and using the command line to interface with data. Each chapter ends with a helpful try it yourself section where you can work through problems and relies on real world data for examples. (Pro Tip: there is a github online with the answers, as well as all code used in the book!)",5.0 out of 5 stars,"Practical SQL, 2nd Edition: A Beginner's Guide to Storytelling with Data"
282,Fantastic book and resource very comprehensive and will take you from zero to 100 (beginner to intermediate),5.0 out of 5 stars,"Practical SQL, 2nd Edition: A Beginner's Guide to Storytelling with Data"
283,"This is the bible for anyone doing dyadic research. Within the social sciences, researchers are collectively beginning to realize the importance of acknowledging interdependence in their data to conduct more meaningful statistical analyses, whether it be a simple mixed-measures ANOVA, MLM, of SEM. The authors do a fine job explaining why interdependence is important to account for and what happens if you ignore it. They follow it up with techniques of analyzing dyadic data using various statistical procedures. It helps going into this book if you are comfortable with some statistical nuts and bolts, such as the theory behind hypothesis testing and analyses of variance. Of course, knowledge of more advanced techniques such as MLM and SEM won't hurt either.",5.0 out of 5 stars,Dyadic Data Analysis (Methodology in the Social Sciences)
284,"There are very few people who are brilliant at understanding statistics (really understanding it deeply) and gifted at explaining it to others. Kenny and his colleagues are such people. He brought us the distinction between moderators and mediators and developed the ""gold standard"" test for mediation. Now, he and his colleagues point out the problems inherent in analyzing dyadic data and explain how to analyze such data. If your data include 2 or more people who interact with one another, this book is a must have for data analysis.",5.0 out of 5 stars,Dyadic Data Analysis (Methodology in the Social Sciences)
285,I am using this book to assist with designing my methodology for my dissertation.  The language is not technical.  The authors made this text easy to understand and follow the concepts.  The best thing about this text is that they start with a simple concept and build on it throughout the book so this makes it easier to learn and most importantly to retain!,5.0 out of 5 stars,Dyadic Data Analysis (Methodology in the Social Sciences)
286,"Can't complain, the book came as expected in good condition, ready to be used for my multilevel modeling course.But holy s**t is this stuff boring.",5.0 out of 5 stars,Dyadic Data Analysis (Methodology in the Social Sciences)
287,Good book,5.0 out of 5 stars,Dyadic Data Analysis (Methodology in the Social Sciences)
288,Easy to understand introduction to dyadic analysis. Great book!,5.0 out of 5 stars,Dyadic Data Analysis (Methodology in the Social Sciences)
289,This book is the gold standard for any social scientist learning about dyadic statistical analysis techniques.,5.0 out of 5 stars,Dyadic Data Analysis (Methodology in the Social Sciences)
290,"For anyone working with interdependent data (and more do than they realize), this is a resource it would be difficult to do without. It gives the technical detail needed in a very accessible way.",5.0 out of 5 stars,Dyadic Data Analysis (Methodology in the Social Sciences)
291,"I really found this book accessible and very useful, and I hate statistics.  The first 3 chapters do a great job of laying out the basic concepts and theories and the following chapters give great detail on the practical application of the various methods, includes SPSS code and instructions for many operations. Very useful to any researcher.",5.0 out of 5 stars,Dyadic Data Analysis (Methodology in the Social Sciences)
292,I am very pleased with this book. It helps pull together the concepts I have read in articles written by Kenny,5.0 out of 5 stars,Dyadic Data Analysis (Methodology in the Social Sciences)
293,"I first read Tukey's book maybe 30 years ago. It had a profound effect on me. I had always spent time playing with data: this analysis, that analysis, various plots, etc. But I had never thought of it as something that could be approached in a systematic way, and that that there were many ""easy"" back-of the envelope techniques for getting a sense of your data to quickly understand what you had. In a sense Tukey licensed the idea that data was fun to play with and something that you could just fiddle with as much as you wanted.I think of it as in the same class as mental arithmetic: sure, you have a calculator on your phone; but it's way too slow to get out of your pocket and poke at the screen when all you want is 7*9 or even 387/3. Stem-and-leaf plots let you get a quick idea of what's there, without having to write some script. These skills come in handy all the time.Like everyone, I use a computer for non-trivial data analysis. But Tukey is usually in there, somewhere. For example his box-and-whisker diagrams are in many if not all plotting packages. They look nice and you might even have used them. But understanding the original insights lets you use these tools more effectively.",5.0 out of 5 stars,Exploratory Data Analysis (Classic Version) (Pearson Modern Classic)
294,"I was not surprised to see that one of the issues raised by previous reviewers is whether or not this book is still relevant, given the enormous improvements in computing since this book was written. While I recognize that there are a lot of good ideas in this book, I must say that far too much of the text is devoted to techniques that are only relevant if one is doing data analysis on paper. This is certainly not to slander Tukey's own extensive knowledge of computing -- simply an admission of the fact that when EDA was written, few readers would have had access to any computing resources, let alone anything comparable to those that are available today. Today, the books suffers for this. A new version of this book, updated to take advantage of today's computing resources, would be quite valuable.",3.0 out of 5 stars,Exploratory Data Analysis (Classic Version) (Pearson Modern Classic)
295,"This is what I expect from a book about a tool. To explain its concepts, design assumptions and important key points to have in mind when designing applications that use the tool. Discussions and explanations in deeper level than usually found over Internet (it's true you may find relevant discussions an articles on Internet, but not compiled and organized like in the form of a well produced book).Therefore, I do not expect a book like this to have a great amount of code examples. The code examples this book has are didactic, and illustrate the points and ideas being discussed.I only missed a deeper discussion regarding possible patterns for consumer retries without blocking the topic. Some are mentioned but at a high level.",5.0 out of 5 stars,Kafka: The Definitive Guide: Real-Time Data and Stream Processing at Scale
296,High-quality content from the creators.,5.0 out of 5 stars,Kafka: The Definitive Guide: Real-Time Data and Stream Processing at Scale
297,A good introduction to the world of Kafka. I would not use it as a manual/reference but rather to get a good overview of the individual features of Kafka. You can then delve deeper in the official documentation. The topic is too extensive to fit into a book that you can read in bed at night.,5.0 out of 5 stars,Kafka: The Definitive Guide: Real-Time Data and Stream Processing at Scale
298,"Lidei com atraso na entrega, sendo que paguei entrega expressa. Logística de entrega precisa melhorar. De resto, produto muito bom.",5.0 out of 5 stars,Kafka: The Definitive Guide: Real-Time Data and Stream Processing at Scale
299,Excelente. Muy didactico para médicos generales.,5.0 out of 5 stars,An Introduction to Statistics and Data Analysis Using Stata: From Research Design to Final Report
300,"This book provides an excellent step-by-step introduction to statistics and Stata. It covers the basics of the research process, data collection, sampling, questionnaire design, and writing research (with a good overview of how to do research projects). There is a separate chapter on writing research papers, which rare in this kind of book. Notably, it also includes APA guidance.This book could be covered two semester stats course. Ideally, it would be used in an intermediate-advanced undergraduate course or a lower level graduate class. It addresses both methods and stats. It could be also used with a methods class doing a quantitative research project. Scholars might find it helpful for brushing up.The text addresses how different analyses are used in different fields, descriptive stats, hypothesis testing, covers key topics, and expected tables. It was pleasantly surprising to see regression diagnostics, logit/probit,  and regression analysis with categorical dependent variables addressed.The text uses clear straightforward language and includes no heavy math review (which often turns people away). There are news articles pop outs, framed in the current context but also relying on media that students are likely to encounter regularly. Simple definitions are provided for complicated terminology, no sidebar boxes for definitions are necessary. There are many subsections to thoroughly breakdown topics. Commands appear in bold throughout the text and in the index. Each chapter also includes a summary of commands. The book includes a glossary, name index, and subject index. There is also an appendix of stata commands.",5.0 out of 5 stars,An Introduction to Statistics and Data Analysis Using Stata: From Research Design to Final Report
301,"I am currently managing a research contract and it’s been so long since I have done research on my own that I realized as I was putting together some introductory materials for our vendors, that I had even forgotten some of the terminology. So, as you might imagine, this book was a God-send.It introduces you to Stata and that in and of itself is very useful but it also has a lot of research advice. It talks about open-and close-ended questions to use in surveys and what kind of surveys you should use at different times. It reminds you about the basic, fundamental data sets like the General Social Survey, talks about distribution and regression. In short, this is a great book to have by your side when you are reviewing a research plan.As an absolute bonus, it is written in easy to understand, plain English. Something that very few books such as this can claim.I found it to be absolutely invaluable and highly recommend it.",5.0 out of 5 stars,An Introduction to Statistics and Data Analysis Using Stata: From Research Design to Final Report
302,"Very well organized, easy to understand and laid out so that it's not overwhelming. There's plenty of examples specifically for STRATA in the book, and code is blocked off in gray and very easy to read( and use).It is well written and presented in a very logical way that slowly builds on previous chapters.There's a generous use of charts, diagram, and other visual learning aids that break the text this book up and keep it from being dry or boring.",5.0 out of 5 stars,An Introduction to Statistics and Data Analysis Using Stata: From Research Design to Final Report
303,"Beyond learning Stata (which I had never used), this book is even more valuable in the general research advice. So many books forget to include this in tandem with the statistical analysis, so the inclusion in this book is a very welcome addition. I use this as a reference when running stats in SPSS for my research. The book is also written in a no-nonsense layman language so it is very accessible to the common person. Highly recommended for researchers and people wanting to learn Stata.",5.0 out of 5 stars,An Introduction to Statistics and Data Analysis Using Stata: From Research Design to Final Report
304,"I now have about 12 of the most recently published STATA (and one MATA) books out there.  I really appreciate the author's clear writing style and explanations around each section.  Also the book uniquely provides how you would present a summary of the results of each technique to laypeople and then to statistical experts (peer reviews).  The summary of when to use each type of statistical study, analysis, regression, etc. is also very nicely done.  I would recommend this book and Mitchell's ""A visual guide to STATA graphics"" which is a must for STATA users.",5.0 out of 5 stars,An Introduction to Statistics and Data Analysis Using Stata: From Research Design to Final Report
305,"This book is truly amazing.  It is like the Bible of excel 365.  Whether if you are a beginner or advanced user, this book is an incredible resource.",5.0 out of 5 stars,"Microsoft 365 Excel: The Only App That Matters: Calculations, Analytics, Modeling, Data Analysis and Dashboard Reporting for the New Era of Dynamic Data Driven Decision Making & Insight"
306,I highly recommend this book!  This book is the absolute greatest book you will ever find on Excel.  It is everything from beginner to advanced and an incredible reference guide.  I am also a subscriber to Mike's excelisfun youtube channel where there is an enormous library of educational videos to help you improve your excel skills and help advance your career.,5.0 out of 5 stars,"Microsoft 365 Excel: The Only App That Matters: Calculations, Analytics, Modeling, Data Analysis and Dashboard Reporting for the New Era of Dynamic Data Driven Decision Making & Insight"
307,"What a lovely read! I've been using Excel for years, and teach it often in a professional environment. I find the book to be well-written with excellent examples. While covering many technical formulas and functions, the author remains grounded in explanations and returns the reader to the basics of this wonderful app...the only app that really matters. Early chapters are not to be skipped as a host of basic understanding could be missed by Excel newbies and advanced users, too. I was captivated by the descriptions of the Excel cursor and the author's ""Golden Rule for building Excel Models"". I have the Kindle version and find that reading it on my PC is easy on the eyes and very easy to search for terms or topics. I will be referring colleagues and students to the book for reference, and encourage anyone to purchase this title for their library.",5.0 out of 5 stars,"Microsoft 365 Excel: The Only App That Matters: Calculations, Analytics, Modeling, Data Analysis and Dashboard Reporting for the New Era of Dynamic Data Driven Decision Making & Insight"
308,I purchased the kindle edition. Formats and illustration are outstanding. Let me say all Excel MVP's are on mount Rushmore but I consider Mike to be MVP of the MVP'S. This book is loaded and easily understood . His writing style draws you in. He explains every concept as simple as possible. Best results if you follow up and doing the exercises and you can also watch his videos series on excel 365. I am a video learner but I find this book captivate my imagination and take me for the ride for higher learning of Excel 365.,5.0 out of 5 stars,"Microsoft 365 Excel: The Only App That Matters: Calculations, Analytics, Modeling, Data Analysis and Dashboard Reporting for the New Era of Dynamic Data Driven Decision Making & Insight"
309,I am a subscriber to Mike's YouTube channel and thought this would be a great addition to the content provided for FREE on his channel. Wanted something that I could read through instead of watching a video. This book provides a great resource for everything you need to do in Excel. I bought the Kindle version and highlight things to come back to and use the Kindle Cloud Reader when on the computer to refer back to my highlights and notes.Tons of great information! Well worth it and a great way to support the free information he is already providing.,5.0 out of 5 stars,"Microsoft 365 Excel: The Only App That Matters: Calculations, Analytics, Modeling, Data Analysis and Dashboard Reporting for the New Era of Dynamic Data Driven Decision Making & Insight"
310,"This is a secure investment with a great return of knowledge regardless of your level of expertise with excel. I have purchased many books excel and Power Bi book this year, but this one is by far the best out of all. Anyone can become an expert on excel, just by reading “The Only App that Matters”.I just wish they had a French version so I could purchase then for my partners in West Africa.Thank you professor for some, and mentor for others.Much respect for Mr. Mike.",5.0 out of 5 stars,"Microsoft 365 Excel: The Only App That Matters: Calculations, Analytics, Modeling, Data Analysis and Dashboard Reporting for the New Era of Dynamic Data Driven Decision Making & Insight"
311,"This book is almost 800 pages. Right from the beginning I’m learning about new feature of this amazing software. I own Mike’s 2 previous book; they are eye opening! These books are packed with some of the best examples and explanations that I have ever seen. He teaches in a way that both a beginner  and an advanced user can appreciate. I try to study every video and every book this guys publishes. Get this book, get his other books as well, you’ll understand.",5.0 out of 5 stars,"Microsoft 365 Excel: The Only App That Matters: Calculations, Analytics, Modeling, Data Analysis and Dashboard Reporting for the New Era of Dynamic Data Driven Decision Making & Insight"
312,"I’m a long time spreadsheet user going back to Symphony and Quattro Pro. By far this is the most comprehensive book on Excel that I’ve ever read.Most books end up on a shelf… but, this is like a handy reference book for every real world scenario!My only complaint is the book cover… not the most attractive or professional to have sitting on my desk.I highly recommend this book to anyone who want to become a power user!",5.0 out of 5 stars,"Microsoft 365 Excel: The Only App That Matters: Calculations, Analytics, Modeling, Data Analysis and Dashboard Reporting for the New Era of Dynamic Data Driven Decision Making & Insight"
313,"I have started reading this and plan to read it through and then go back and try the sample  files that are included.  I appreciate the hard work put in by the author to give us a story about the evolution of Excel into the current powerhouse that it is.  It’s going to be a great reference to have on hand.  Great job on the book, Mike.",5.0 out of 5 stars,"Microsoft 365 Excel: The Only App That Matters: Calculations, Analytics, Modeling, Data Analysis and Dashboard Reporting for the New Era of Dynamic Data Driven Decision Making & Insight"
314,"Exercises with solution for beginners to expert, download these.Fortunately this book is not just for reading, but reading and doing.""... you will have the power to efficiently build any solution that you can imagine.""Start now...",5.0 out of 5 stars,"Microsoft 365 Excel: The Only App That Matters: Calculations, Analytics, Modeling, Data Analysis and Dashboard Reporting for the New Era of Dynamic Data Driven Decision Making & Insight"
315,"The rise of social media we have massive amounts of data at our fingertips.  What we do with all this information is up to us.  Have you ever have logged on to face the only to discover the friend who has a post with one single data point and uses that as the basis of their argument?  It’s perfectly acceptable to take a stance on a hot topic but you’ll come out looking foolish if you don’t understand the statistics and data points behind your argument.  Don’t be that person.In comes Naked StatisticsGrowing up, I was never fond of mathematics.  I struggled in high school with a solid 65 average (that is borderline failing in the United States), and a long believed that now just wasn’t for me.  It was until recently ago that I discovered I really do love numbers and specifically statistics.  It’s around this all the time whether through social media or my favorite thing, gaming.  Looking back, I think educators were not ever explaining to me in a way that grabbed my attention that made me want to further my math education.  The blame can’t lie solely on the educators I grew up with, so I recently took it into my own hands to further my own understanding of math.I stumbled across the audio book Naked Statistics by Charles Wheelan, a professor at Dartmouth college.  I found the narration to the enticing and upon finishing the audio book actually bought the physical copy and marked it up heavily with notes of my own.Throughout the book the author gives great detail about how statistics can truly improve our lives while the same time helping readers understand the power that comes with it and how the power can be used and negative ways as well.Now there are a few key points I want to highlight about the book:Statistics rarely offer a single “right” way of doing anythingStatistics can be powerful for establishing an argumentHoweverStatistics can also be very easy to misuseThe book opens with an explanation of the classic Monty Hall problem, which is a brain teaser in the form of a probability puzzle loosely based on the 1980’s television show “Let’s Make a Deal”.  I’d never quite comprehend it the full detail of this problem until this book.  I encourage you to look into unknown because not only to find to be interesting but also provided a great starting point for understanding for help powerful statistics can truly be.Uses of StatisticsDescription and comparisonInferenceAssessing risk and probabilityIdentifying important relationships (correlation)Descriptive Statistics“Who was the best baseball player of all time?”Descriptive statistics can be technically accurate yet pretty misleading.  The author explains that “The good news is that these descriptive statistics gives us a manageable and meaningful summary of the underlying phenomenon,” and continues with “the bad news is that any simplification invites abuse.”Wheelan highlights the Gini Index, which is a measure of statistical dispersion intended to represent the income distribution of the nation’s residents and most commonly used to measure inequality.  The problem however is that this is a mere useless stat.  It simply takes the per capita income of a nation and divides it by the number of people.  But who was actually earning how much of that income?  That is the key missing piece.Precision vs AccuracyThe author goes on to describe the differences between precision and accuracy.Precision: “The exactitude with which we can express something”Accuracy: “Measure of whether a figure is broadly consistent with the truth”Correlation“Measures the degree to which two phenomena are related to one another.Correlation coefficient: Expressed on a scale of -1 -> 11: every change in one variable is associated with an equivalent change in the other variable in the same direction-1: every change in one variable is associated with an equivalent change in the other variable in the opposite directionProbability:“Study of events in outcomes including elements of uncertainty.”There were a few key takeaways from this chapter:Don’t play Lotto (Pg. 80)You should invest in the stock market if you have a long-term investment horizon (because stocks typically have the best long-term returns)Probability is not deterministicThere are several problems with probability, however.  The 2008 Wall Street crash and financial crisis largely had to do with computers misusing probability. The VaR model, or Value at Risk, which was called “potentially catastrophic”.  Value at risk is a measure of risk in investments, and estimates how much a set of investments might lose given normal market conditions and a set time period, such as any day.  This model offered 99% reassurance about 1% is the difference between success and failure.The importance of data (Garbage in and out)When working with numbers you assume that you retrieve and good data, but no amount of fancy analysis can make up for fundamentally flawed data.Selection bias: “How have you chosen the samples you are evaluating?”Self-selection bias: “Will arise whenever individuals volunteer to be any treatment group.”Publication bias: “positive findings are more likely to be published”This distorts the research that we see, or more evidently, do not see.  This pious comes from not directly his studies themselves but from the skewed information that reaches the public.  Typically, medical journals now require that any study be registered at the beginning of the project to help combat this problem of only publishing information that researchers want to see.Inference“The process by which data speaks to us enabling us to draw meaningful conclusions.” The typical tool that researchers will use is a hypothesis, which is a proposed explanation made on the basis of limited evidence as a starting point for further investigation.While statistical inference offers many benefits it also comes with some significant pitfalls.  Notably, statistical inference is based on a probability, And not some sort of absolute certainty.PollingThe power polling comes also comes from the central limit theorem, similar to other forms of sampling. Where it differs however, is that we don’t care about the mean, but we actually care about the percentage, or proportion relative to our results. But again, this can be powerful for example the poll of 1000 individuals can offer meaningful insight into the attitudes of an entire nation.Regression Analysis“Allows us to quantify the relationship between a particular variable and how come we care about, while controlling for other factors.” It’s important to note there are many pitfalls of regression analysis, and is the hydrogen bomb of the statistical arsenal! Most of the studies that you read about in the newspaper are based on regression analysis.Bringing it all togetherNow that you’re more informed, consider these aspects of statistics the next time you stumble across an infographic on social media which illustrates only one point, or discover an article which takes a stand on a topic. I never realized how large of a role statistics plays in my life, but the author’s enthusiasm and clear instruction helped me to not only appreciate it, but has also further sparked my interest.If you have other books you’d like to recommend regarding math, business, or computer science, I’d love to hear about them.Key Takeaways:Statistics rarely offer a single “right” way of doing anythingStatistics can be powerful for establishing an argumentHoweverStatistics can also be very easy to misuse",5.0 out of 5 stars,Naked Statistics: Stripping the Dread from the Data
316,"For lay people interested in better understand the world of data and statistics, this book and Tim Harford's ""The Data Dectective"" are the two books I most highly recommend.I first read this while in undergrad. Now with a few years of professional work, and a nearly completed grad program, I decided to re-read Naked Statistics. This book was one of the things that sparked my interest in statistics and data in undergrad. Now with more experience and expertise, I realize just how thorough yet succinct the text is. Wheelan writes in a very informal way that I think is approachable for a wide audience. It's certainly not a dry read like all my beloved textbooks. I particularly love how he focuses on intuition and non-technical explanations first then dives into more nitty-gritty details after he's shown how non-intimidating and intuitive the statistical idea really is. I think this approach will prevent readers from getting turned off when the mathematical details are explained (though those are also simplified significantly for lay readers).I plan on teaching data and statistics soon at my local technical college, and will use this book as my outline for an intro to stats class and make it required reading. The combination of detail and approachable content is perfect to educate without turning students off the subject. Of course more advanced texts are needed to learn how to practice statistics in the real world, but this is a good addition to those more rigorous texts.",5.0 out of 5 stars,Naked Statistics: Stripping the Dread from the Data
317,"This book is excellent. It offers an easy-to-read discussion of probability and statistics.It might not be ""mathy"" enough for some folks, but for the many people who will rely on their computer to do the math, lacking equations is probably good.However, in my edition of the book, there is a printing glitch that turns the square root sign into a series of dots that cover other parts of the formula (see photos). This means the formulas are pretty much worthless:Does ....(.53)(1-.53) / 500 mean to take the square root of the first term (.53), the square root of the numerator (.53)(1-0.53) or the square root of the whole formula? There is no way to tell, unless you try the different options on your calculator and see which one is correct.This glitch seems to run throughout the book -- I don't think there are any square root signs that are properly type set.I'd happily give this book a five-star rating, but in its present form -- an entirely fixable problem if the printer / typesetter / proofreader did their job -- a couple of stars need to be subtracted.Given how many books I read and how infrequently I see this sort of glitch, I'd say this is a low probability event.The printer should recall all these defective books, shred them, and reprint them with the correct formulas. I'm not sure what the probability of W.W. Norton doing this might be.",3.0 out of 5 stars,Naked Statistics: Stripping the Dread from the Data
318,"This book serves such an incredibly important purpose in that it really explains the fundamentals of statistics in a way that can be appreciated and understood by the vast majority of reasonably educated laymen.Of course, that in itself begs the question:  so what?  What about statistics is so ""important"" that the average person should take notice?  Well, for a lot of reasons that Mr. Wheelan explains so well its hard to add anything to it, but I'll give one brief attempt for those of you bothering to read the review:  At its core, statistics is about organizing data in a meaningful way such that we can draw accurate conclusions about our environment...in other words, statistics can help us make sense of the world around us in a very meaningful and practical way.  Statistics is really just a mathematically formalized form of what our brains do intuitively, and without that core concept of filtering and making sense of the information we're exposed to we would all be paralyzed - unable to make associations, draw conclusions, or derive any meaning from our environment.  Learning would be impossible, life would be meaningless, and existence and survival itself would be impossible.  Statistics takes that core function and focuses it in very particular ways, which if done correctly, can yield amazing results that add worthwhile knowledge and positivity to life.  To quote the book, ""Statistics is the most powerful tool we have for using information to some meaningful end.""Further, if that description doesn't at least somewhat tempt you how about this:  Even if you don't care about statistics, those that have enormous influence on your life and happiness  (e.g. businesses, politicians, government organizations, media, and everybody else that has a vested interested in influencing your mindset, perspectives, and behaviors) very much care about statistics and use them, for both good and ill, to ""help"" you see and do things a certain way.  Knowledge of statistics can help transform you from ""propagandized"" to ""informed"".  This is one of my favorite aspects of the book, that is, the author acknowledges and recognizes the danger of inappropriately used statistics; he even conceived the book as an homage to 
How to Lie with Statistics: 1st (First) Edition
, and as he very correctly points out right in the introduction of the book, ""Statistics is like a high-caliber weapon:  helpful when used correctly and potentially disastrous in the wrong hands.""Amazingly, this book is a fun and enjoyable read.  No seriously.  Mr. Wheelan exposes himself as a fantastic teacher, bringing an enthusiasm and energy to the subject coupled with a gift of explaining ideas and concepts in a way that most (not just ""stat people"") can understand and appreciate.Although this isn't a ""textbook"" per se, I think it remains relevant for the whole spectrum of people from total ""newbies"" all the way to hard-core statistics researchers.  Why?  Fundamentals.  The author explains the fundamentals in a clear concise way using practical, relevant, and familiar examples from our everyday lives.  For those new to the subject you'll get an ""intro to statistics"" class from a very gifted Ivy-league professor that will give you a solid well-rooted realistic foundation that you can both apply to your everyday life as well as prepare you for higher level statistics courses if you so choose.  For those already well-versed in statistics or professionals, it will reacquaint you with why what you do matters as well as provide you a wonderful way to explain to others why what you do matters.  Personally, I'm somewhere in the middle in that I've had a reasonably high level statistics background (relative to the average college graduate, anyway) and as I read the book I kept thinking to myself, ""Man, if only I had had this before taking my first stats course!""Outstanding book.",5.0 out of 5 stars,Naked Statistics: Stripping the Dread from the Data
319,"How many times have you wondered how two different people looking at the same report managed to draw totally opposite conclusions? How many times have you looked at a set of data yourself and decided that the data must be wrong because it doesn't show what you ""know"" to be true? Well, I suspect that you aren't alone. I suspect that you also have an aversion to ""doing the math"" necessary to convince yourself that the data is actually correct.Wheelan claims that ""Statistics is like a high-caliber weapon: helpful when used correctly and potentially disastrous in the wrong hands."" This is an incredibly important topic as we move forward into our increasingly connected world where we are creating data at an accelerating rate. The data is only raw knowledge, how we analyze that data is what allows us to derive useful information to create actionable knowledge. The tools we use to analyze the data is, like it or not, statistics. Wheelan gives us an easy to follow and understand overview of statistics. Even if you didn't like math in school, you will find this book useful as well as insightful.Here's the rub. No matter how hard we try, when using descriptive statistics, we lose the detail in the data. We've ""summarized"" it and just like the summary of a good book, we will miss a lot of the nuance in the story. Neither this review nor the summary of data known as descriptive statistics is an exception to that rule. And because of that loss of fidelity, we will find as Wheelan puts its, ""Smart and honest people will often disagree about what the data are trying to tell us.""Wheelan includes many examples of how statistics is enlightening and infuriating. The examples are from everyday life and you are likely to recognize them; things like ""Money Ball"" and the ""Wall Street failure."" You will learn about correlation, basic probability, the Central Limit Theorem, Inferences, Polling, Regression Analysis and more. All without tears!So why should you be interested? Because the big questions will be answered by statistical analysis and you will want to know at least enough to not be ""taken in"" by those who would purposely try and confuse you or convert you to their views using statistics and data. Wheelan believes that there are five ""large"" questions that statistics will help us answer in the future.1. What is the future of football? Will it die of concussions?2. What (if anything) is causing the dramatic rise in the incidence of autism?3. How can we identify and reward good teachers and schools?4. What are the best tools for fighting global poverty?5. Who gets to know what about you?Wheelan doesn't answer these questions. The data is still being collected and analyzed. What he has done, however, is set the reader on the right path to understanding the complexity of those questions and why there aren't any easy answers. He has given the reader at least a working knowledge of statistics so that we can decide for ourselves who is doing the best job of presenting the information and knowledge buried in ever expanding universe of dots for us to connect. The sub title of this excellent book is ""Stripping the dread from the data."" What I found is that now I know how to make sure that I strip the dread from the statistics which applies to the data. The dread is when the proper use of statistics on that data shows my cherished beliefs to be ill conceived!",4.0 out of 5 stars,Naked Statistics: Stripping the Dread from the Data
320,"Statistics of never been my stronger skills, but the book break it down into layman terms, so I will continue to use this booking reference it",4.0 out of 5 stars,Naked Statistics: Stripping the Dread from the Data
321,"Excellent author who takes what could be a totally boring subject and breaks it down into something enjoyable to read.  His explanations of fundamental statistics concepts (standard deviation, margin of error, etc.) are very applicable to everyday life happenings...like politics and pharmaceutical drug efficacy.",5.0 out of 5 stars,Naked Statistics: Stripping the Dread from the Data
